"journal","pubYear","n","N","N.year.overall","N.percent","years_avail"
"Journal of Social Work in End-of-Life & Palliative Care","2010","3",1,13,7.69230769230769,4
"Journal of Social Work in End-of-Life & Palliative Care","2010","4+",4,13,30.7692307692308,4
"Journal of Social Work in End-of-Life & Palliative Care","2011","1",10,24,41.6666666666667,4
"Journal of Social Work in End-of-Life & Palliative Care","2011","2",4,24,16.6666666666667,4
"Journal of Social Work in End-of-Life & Palliative Care","2011","3",7,24,29.1666666666667,4
"Journal of Social Work in End-of-Life & Palliative Care","2011","4+",3,24,12.5,4
"Journal of Social Work in End-of-Life & Palliative Care","2012","1",3,21,14.2857142857143,4
"Journal of Social Work in End-of-Life & Palliative Care","2012","2",4,21,19.047619047619,4
"Journal of Social Work in End-of-Life & Palliative Care","2012","3",8,21,38.0952380952381,4
"Journal of Social Work in End-of-Life & Palliative Care","2012","4+",6,21,28.5714285714286,4
"Journal of Social Work in End-of-Life & Palliative Care","2013","1",11,22,50,4
"Journal of Social Work in End-of-Life & Palliative Care","2013","2",6,22,27.2727272727273,4
"Journal of Social Work in End-of-Life & Palliative Care","2013","3",2,22,9.09090909090909,4
"Journal of Social Work in End-of-Life & Palliative Care","2013","4+",3,22,13.6363636363636,4
"Journal of Social Work Practice","1989","1",13,16,81.25,2
"Journal of Social Work Practice","1989","2",3,16,18.75,2
"Journal of Social Work Practice","1990","1",13,15,86.6666666666667,2
"Journal of Social Work Practice","1990","2",2,15,13.3333333333333,2
"Journal of Social Work Practice","1991","1",14,19,73.6842105263158,4
"Journal of Social Work Practice","1991","2",3,19,15.7894736842105,4
"Journal of Social Work Practice","1991","3",1,19,5.26315789473684,4
"Journal of Social Work Practice","1991","4+",1,19,5.26315789473684,4
"Journal of Social Work Practice","1992","1",11,14,78.5714285714286,2
"Journal of Social Work Practice","1992","2",3,14,21.4285714285714,2
"Journal of Social Work Practice","1993","1",10,16,62.5,3
"Journal of Social Work Practice","1993","2",4,16,25,3
"Journal of Social Work Practice","1993","4+",2,16,12.5,3
"Journal of Social Work Practice","1994","1",14,16,87.5,2
"Journal of Social Work Practice","1994","2",2,16,12.5,2
"Journal of Social Work Practice","1995","1",12,17,70.5882352941177,3
"Journal of Social Work Practice","1995","2",4,17,23.5294117647059,3
"Journal of Social Work Practice","1995","3",1,17,5.88235294117647,3
"Journal of Social Work Practice","1996","1",8,13,61.5384615384615,3
"Journal of Social Work Practice","1996","2",4,13,30.7692307692308,3
"Journal of Social Work Practice","1996","3",1,13,7.69230769230769,3
"Journal of Social Work Practice","1997","1",4,9,44.4444444444444,3
"Journal of Social Work Practice","1997","2",4,9,44.4444444444444,3
"Journal of Social Work Practice","1997","3",1,9,11.1111111111111,3
"Journal of Social Work Practice","1998","1",30,32,93.75,2
"Journal of Social Work Practice","1998","2",2,32,6.25,2
"Journal of Social Work Practice","1999","1",17,24,70.8333333333333,4
"Journal of Social Work Practice","1999","2",4,24,16.6666666666667,4
"Journal of Social Work Practice","1999","3",2,24,8.33333333333333,4
"Journal of Social Work Practice","1999","4+",1,24,4.16666666666667,4
"Journal of Social Work Practice","2000","1",16,16,100,1
"Journal of Social Work Practice","2001","1",9,13,69.2307692307692,2
"Journal of Social Work Practice","2001","2",4,13,30.7692307692308,2
"Journal of Social Work Practice","2002","1",16,20,80,3
"Journal of Social Work Practice","2002","2",3,20,15,3
"Journal of Social Work Practice","2002","4+",1,20,5,3
"Journal of Social Work Practice","2003","1",11,16,68.75,2
"Journal of Social Work Practice","2003","3",5,16,31.25,2
"Journal of Social Work Practice","2004","1",24,31,77.4193548387097,3
"Journal of Social Work Practice","2004","2",5,31,16.1290322580645,3
"Journal of Social Work Practice","2004","3",2,31,6.45161290322581,3
"Journal of Social Work Practice","2005","1",20,27,74.0740740740741,4
"Journal of Social Work Practice","2005","2",5,27,18.5185185185185,4
"Journal of Social Work Practice","2005","3",1,27,3.7037037037037,4
"Journal of Social Work Practice","2005","4+",1,27,3.7037037037037,4
"Journal of Social Work Practice","2006","1",10,24,41.6666666666667,4
"Journal of Social Work Practice","2006","2",8,24,33.3333333333333,4
"Journal of Social Work Practice","2006","3",2,24,8.33333333333333,4
"Journal of Social Work Practice","2006","4+",4,24,16.6666666666667,4
"Journal of Social Work Practice","2007","1",25,32,78.125,4
"Journal of Social Work Practice","2007","2",5,32,15.625,4
"Journal of Social Work Practice","2007","3",1,32,3.125,4
"Journal of Social Work Practice","2007","4+",1,32,3.125,4
"Journal of Social Work Practice","2008","1",22,26,84.6153846153846,2
"Journal of Social Work Practice","2008","2",4,26,15.3846153846154,2
"Journal of Social Work Practice","2009","1",19,33,57.5757575757576,4
"Journal of Social Work Practice","2009","2",9,33,27.2727272727273,4
"Journal of Social Work Practice","2009","3",4,33,12.1212121212121,4
"Journal of Social Work Practice","2009","4+",1,33,3.03030303030303,4
"Journal of Social Work Practice","2010","1",22,31,70.9677419354839,3
"Journal of Social Work Practice","2010","2",6,31,19.3548387096774,3
"Journal of Social Work Practice","2010","4+",3,31,9.67741935483871,3
"Journal of Social Work Practice","2011","1",20,32,62.5,4
"Journal of Social Work Practice","2011","2",6,32,18.75,4
"Journal of Social Work Practice","2011","3",4,32,12.5,4
"Journal of Social Work Practice","2011","4+",2,32,6.25,4
"Journal of Social Work Practice","2012","1",27,30,90,3
"Journal of Social Work Practice","2012","2",1,30,3.33333333333333,3
"Journal of Social Work Practice","2012","3",2,30,6.66666666666667,3
"Journal of Social Work Practice","2013","1",20,31,64.5161290322581,4
"Journal of Social Work Practice","2013","2",6,31,19.3548387096774,4
"Journal of Social Work Practice","2013","3",4,31,12.9032258064516,4
"Journal of Social Work Practice","2013","4+",1,31,3.2258064516129,4
"Journal of Social Work Practice in the Addictions","2001","1",14,30,46.6666666666667,4
"Journal of Social Work Practice in the Addictions","2001","2",11,30,36.6666666666667,4
"Journal of Social Work Practice in the Addictions","2001","3",4,30,13.3333333333333,4
"Journal of Social Work Practice in the Addictions","2001","4+",1,30,3.33333333333333,4
"Journal of Social Work Practice in the Addictions","2002","1",11,23,47.8260869565217,4
"Journal of Social Work Practice in the Addictions","2002","2",7,23,30.4347826086957,4
"Journal of Social Work Practice in the Addictions","2002","3",1,23,4.34782608695652,4
"Journal of Social Work Practice in the Addictions","2002","4+",4,23,17.3913043478261,4
"Journal of Social Work Practice in the Addictions","2003","1",12,26,46.1538461538462,4
"Journal of Social Work Practice in the Addictions","2003","2",4,26,15.3846153846154,4
"Journal of Social Work Practice in the Addictions","2003","3",5,26,19.2307692307692,4
"Journal of Social Work Practice in the Addictions","2003","4+",5,26,19.2307692307692,4
"Journal of Social Work Practice in the Addictions","2004","1",12,25,48,4
"Journal of Social Work Practice in the Addictions","2004","2",8,25,32,4
"Journal of Social Work Practice in the Addictions","2004","3",2,25,8,4
"Journal of Social Work Practice in the Addictions","2004","4+",3,25,12,4
"Journal of Social Work Practice in the Addictions","2005","1",7,24,29.1666666666667,4
"Journal of Social Work Practice in the Addictions","2005","2",6,24,25,4
"Journal of Social Work Practice in the Addictions","2005","3",4,24,16.6666666666667,4
"Journal of Social Work Practice in the Addictions","2005","4+",7,24,29.1666666666667,4
"Journal of Social Work Practice in the Addictions","2006","1",9,26,34.6153846153846,4
"Journal of Social Work Practice in the Addictions","2006","2",5,26,19.2307692307692,4
"Journal of Social Work Practice in the Addictions","2006","3",6,26,23.0769230769231,4
"Journal of Social Work Practice in the Addictions","2006","4+",6,26,23.0769230769231,4
"Journal of Social Work Practice in the Addictions","2007","1",5,21,23.8095238095238,4
"Journal of Social Work Practice in the Addictions","2007","2",9,21,42.8571428571429,4
"Journal of Social Work Practice in the Addictions","2007","3",4,21,19.047619047619,4
"Journal of Social Work Practice in the Addictions","2007","4+",3,21,14.2857142857143,4
"Journal of Social Work Practice in the Addictions","2008","1",7,33,21.2121212121212,4
"Journal of Social Work Practice in the Addictions","2008","2",8,33,24.2424242424242,4
"Journal of Social Work Practice in the Addictions","2008","3",9,33,27.2727272727273,4
"Journal of Social Work Practice in the Addictions","2008","4+",9,33,27.2727272727273,4
"Journal of Social Work Practice in the Addictions","2009","1",10,28,35.7142857142857,4
"Journal of Social Work Practice in the Addictions","2009","2",5,28,17.8571428571429,4
"Journal of Social Work Practice in the Addictions","2009","3",5,28,17.8571428571429,4
"Journal of Social Work Practice in the Addictions","2009","4+",8,28,28.5714285714286,4
"Journal of Social Work Practice in the Addictions","2010","1",6,25,24,4
"Journal of Social Work Practice in the Addictions","2010","2",10,25,40,4
"Journal of Social Work Practice in the Addictions","2010","3",3,25,12,4
"Journal of Social Work Practice in the Addictions","2010","4+",6,25,24,4
"Journal of Social Work Practice in the Addictions","2011","1",5,27,18.5185185185185,4
"Journal of Social Work Practice in the Addictions","2011","2",9,27,33.3333333333333,4
"Journal of Social Work Practice in the Addictions","2011","3",6,27,22.2222222222222,4
"Journal of Social Work Practice in the Addictions","2011","4+",7,27,25.9259259259259,4
"Journal of Social Work Practice in the Addictions","2012","1",4,29,13.7931034482759,4
"Journal of Social Work Practice in the Addictions","2012","2",9,29,31.0344827586207,4
"Journal of Social Work Practice in the Addictions","2012","3",4,29,13.7931034482759,4
"Journal of Social Work Practice in the Addictions","2012","4+",12,29,41.3793103448276,4
"Journal of Social Work Practice in the Addictions","2013","1",11,27,40.7407407407407,4
"Journal of Social Work Practice in the Addictions","2013","2",6,27,22.2222222222222,4
"Journal of Social Work Practice in the Addictions","2013","3",6,27,22.2222222222222,4
"Journal of Social Work Practice in the Addictions","2013","4+",4,27,14.8148148148148,4
"Journal of Social Work Research & Evaluation","2000","1",6,14,42.8571428571429,3
"Journal of Social Work Research & Evaluation","2000","2",7,14,50,3
"Journal of Social Work Research & Evaluation","2000","3",1,14,7.14285714285714,3
"Journal of Social Work Research & Evaluation","2001","1",13,24,54.1666666666667,4
"Journal of Social Work Research & Evaluation","2001","2",8,24,33.3333333333333,4
"Journal of Social Work Research & Evaluation","2001","3",2,24,8.33333333333333,4
"Journal of Social Work Research & Evaluation","2001","4+",1,24,4.16666666666667,4
"Journal of Social Work Research & Evaluation","2002","1",2,15,13.3333333333333,4
"Journal of Social Work Research & Evaluation","2002","2",8,15,53.3333333333333,4
"Journal of Social Work Research & Evaluation","2002","3",2,15,13.3333333333333,4
"Journal of Social Work Research & Evaluation","2002","4+",3,15,20,4
"Journal of Social Work Research & Evaluation","2003","1",8,15,53.3333333333333,3
"Journal of Social Work Research & Evaluation","2003","2",4,15,26.6666666666667,3
"Journal of Social Work Research & Evaluation","2003","3",3,15,20,3
"Journal of Social Work Research & Evaluation","2004","1",7,14,50,4
"Journal of Social Work Research & Evaluation","2004","2",3,14,21.4285714285714,4
"Journal of Social Work Research & Evaluation","2004","3",2,14,14.2857142857143,4
"Journal of Social Work Research & Evaluation","2004","4+",2,14,14.2857142857143,4
"Journal of Social Work Research & Evaluation","2005","1",5,16,31.25,4
"Journal of Social Work Research & Evaluation","2005","2",4,16,25,4
"Journal of Social Work Research & Evaluation","2005","3",3,16,18.75,4
"Journal of Social Work Research & Evaluation","2005","4+",4,16,25,4
"Journal of Social Work Values & Ethics","2004","1",1,4,25,3
"Journal of Social Work Values & Ethics","2004","2",2,4,50,3
"Journal of Social Work Values & Ethics","2004","3",1,4,25,3
"Journal of Social Work Values & Ethics","2005","1",5,9,55.5555555555556,3
"Journal of Social Work Values & Ethics","2005","2",3,9,33.3333333333333,3
"Journal of Social Work Values & Ethics","2005","3",1,9,11.1111111111111,3
"Journal of Social Work Values & Ethics","2006","1",8,13,61.5384615384615,2
"Journal of Social Work Values & Ethics","2006","2",5,13,38.4615384615385,2
"Journal of Social Work Values & Ethics","2007","1",12,16,75,2
"Journal of Social Work Values & Ethics","2007","2",4,16,25,2
"Journal of Social Work Values & Ethics","2008","1",4,12,33.3333333333333,4
"Journal of Social Work Values & Ethics","2008","2",5,12,41.6666666666667,4
"Journal of Social Work Values & Ethics","2008","3",1,12,8.33333333333333,4
"Journal of Social Work Values & Ethics","2008","4+",2,12,16.6666666666667,4
"Journal of Social Work Values & Ethics","2009","1",12,19,63.1578947368421,4
"Journal of Social Work Values & Ethics","2009","2",4,19,21.0526315789474,4
"Journal of Social Work Values & Ethics","2009","3",2,19,10.5263157894737,4
"Journal of Social Work Values & Ethics","2009","4+",1,19,5.26315789473684,4
"Journal of Social Work Values & Ethics","2010","1",7,11,63.6363636363636,3
"Journal of Social Work Values & Ethics","2010","2",3,11,27.2727272727273,3
"Journal of Social Work Values & Ethics","2010","3",1,11,9.09090909090909,3
"Journal of Social Work Values & Ethics","2011","1",9,10,90,2
"Journal of Social Work Values & Ethics","2011","2",1,10,10,2
"Journal of Social Work Values & Ethics","2012","1",9,13,69.2307692307692,3
"Journal of Social Work Values & Ethics","2012","2",3,13,23.0769230769231,3
"Journal of Social Work Values & Ethics","2012","4+",1,13,7.69230769230769,3
"Journal of Social Work Values & Ethics","2013","1",5,14,35.7142857142857,4
"Journal of Social Work Values & Ethics","2013","2",5,14,35.7142857142857,4
"Journal of Social Work Values & Ethics","2013","3",3,14,21.4285714285714,4
"Journal of Social Work Values & Ethics","2013","4+",1,14,7.14285714285714,4
"Journal of Sociology & Social Welfare","1989","1",16,30,53.3333333333333,4
"Journal of Sociology & Social Welfare","1989","2",7,30,23.3333333333333,4
"Journal of Sociology & Social Welfare","1989","3",6,30,20,4
"Journal of Sociology & Social Welfare","1989","4+",1,30,3.33333333333333,4
"Journal of Sociology & Social Welfare","1990","1",23,36,63.8888888888889,4
"Journal of Sociology & Social Welfare","1990","2",11,36,30.5555555555556,4
