"","Title","Authors","Corporate.Authors","Editors","Book.Editors","Source.Title","Publication.Date","Publication.Year","Volume","Issue","Part.Number","Supplement","Special.Issue","Beginning.Page","Ending.Page","Article.Number","DOI","Conference.Title","Conference.Date","Total.Citations","Average.per.Year","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X","X.1"
"2090","Valuing interdependence An examination of Iraqi Canadian acculturation","Abdulahad, Raika; Delaney, Roger; Brownlee, Keith","",NA,NA,"INTERNATIONAL SOCIAL WORK","NOV 2009",2009,52,"6",NA,"","","757","+","","10.1177/0020872809342644","","",3,0.43,0,0,0,0,0,0,0,2,0,1,0,NA
"2091","Culturally sensitive approaches to health and social care Uniformity and diversity in the Chinese community in the UK","Chau, Ruby C. M.; Yu, Sam W. K.","",NA,NA,"INTERNATIONAL SOCIAL WORK","NOV 2009",2009,52,"6",NA,"","","773","+","","10.1177/0020872809342654","","",2,0.29,0,0,0,0,0,0,1,0,1,0,0,NA
"2092","Registration in New Zealand social work The challenge of change","Beddoe, Liz; Duke, Jan","",NA,NA,"INTERNATIONAL SOCIAL WORK","NOV 2009",2009,52,"6",NA,"","","785","+","","10.1177/0020872809342649","","",5,0.71,0,0,0,0,0,0,2,0,1,2,0,NA
"2093","Facilitating the development of social work in the Hashemite Kingdom of Jordan A collaboration between Jordan and the UK","Cocks, Alison J.; Al-Makhamreh, Sahar S.; Abuieta, Siham; Alaedein, Jehad; Forrester, Donald; Sullivan, Mary Pat","",NA,NA,"INTERNATIONAL SOCIAL WORK","NOV 2009",2009,52,"6",NA,"","","799","+","","10.1177/0020872809342656","","",7,1,0,0,0,0,0,1,1,2,2,1,0,NA
"2094","Reciprocal e-mentoring Accessible international exchanges","Plummer, Carol A.; Nyang'au, Tom Omwenga","",NA,NA,"INTERNATIONAL SOCIAL WORK","NOV 2009",2009,52,"6",NA,"","","811","+","","10.1177/0020872809342652","","",2,0.29,0,0,0,0,0,0,0,0,0,1,1,NA
"2095","The challenges of social work training The case of Lesotho","Chitereka, Christopher","",NA,NA,"INTERNATIONAL SOCIAL WORK","NOV 2009",2009,52,"6",NA,"","","823","830","","10.1177/0020872809342660","","",1,0.14,0,0,0,0,0,0,1,0,0,0,0,NA
"2096","Global women's movements and Korean gender policy discourse","Jang, Soo Jung","",NA,NA,"INTERNATIONAL SOCIAL WORK","NOV 2009",2009,52,"6",NA,"","","831","835","","10.1177/0020872809342661","","",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2097","Legal risk, accountability and transparency in social work","Pollack, Daniel","",NA,NA,"INTERNATIONAL SOCIAL WORK","NOV 2009",2009,52,"6",NA,"","","837","842","","10.1177/0020872809342663","","",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2098","Reconciling indigenous and non-indigenous knowledges in social work education: Action and legitimacy","Gair, S; Thomson, J; Miles, D","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","SPR-SUM 2005",2005,41,"2",NA,"","","179","190","","","","",7,0.64,0,0,0,0,1,0,3,0,2,0,1,NA
"2099","The multicultural counseling inventory: A measure for evaluating social work student and practitioner self-perceptions of their multicultural competencies","Green, RG; Kitson, G; Kiernan-Stern, M; Leek, S; Bailey, K; Leisey, M; Chambers, K; Vadas, K; Claridge, R; Walker, K; Jones, G","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","SPR-SUM 2005",2005,41,"2",NA,"","","191","208","","","","",9,0.82,0,0,1,2,3,1,0,0,1,0,1,NA
"2100","Social work education in the homeland: Wo'lakota unglu'su'tapi. Epas or impasse? Operationalizing accreditation standard 6.0","Voss, RW; Lunderman, MR; Hat, AW; Lunderman, A; Bates, J","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","SPR-SUM 2005",2005,41,"2",NA,"","","209","227","","","","",2,0.18,0,0,1,0,0,0,0,0,0,0,1,NA
"2101","Study abroad and values development in social work students","Lindsey, EW","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","SPR-SUM 2005",2005,41,"2",NA,"","","229","249","","","","",29,2.64,0,0,1,1,5,3,2,8,4,3,2,NA
"2102","Best practices inquiry: A multidimensional, value-critical framework","Petr, CG; Walter, UM","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","SPR-SUM 2005",2005,41,"2",NA,"","","251","267","","","","",9,0.82,0,1,0,1,0,1,2,1,1,2,0,NA
"2103","Universal instructional design: A new framework for accommodating students in social work courses","Lightfoot, E; Gibson, P","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","SPR-SUM 2005",2005,41,"2",NA,"","","269","277","","","","",2,0.18,0,0,0,0,1,0,0,0,0,0,1,NA
"2104","Perceptions of compliance with the profession's ethical standards that address religion: A national study","Hodge, DR","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","SPR-SUM 2005",2005,41,"2",NA,"","","279","295","","","","",5,0.45,0,0,2,1,0,0,0,0,1,1,0,NA
"2105","Career decisions and experiences of social work faculty: A gender comparison","Holley, LC; Young, DS","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","SPR-SUM 2005",2005,41,"2",NA,"","","297","313","","","","",9,0.82,0,0,0,3,0,0,1,0,0,3,2,NA
"2106","Special section: Field education in social work differences of teachers', field instructors', and students' views on job analysis of social work students","Sherer, M; Peleg-Oren, N","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","SPR-SUM 2005",2005,41,"2",NA,"","","315","328","","","","",3,0.27,0,0,0,0,0,0,0,1,0,0,2,NA
"2107","Special section: Domestic violence and social work education contextualized assessment with battered women: Strategic safety planning to cope with multiple harms","Lindhorst, T; Macy, RJ; Nurius, P","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","SPR-SUM 2005",2005,41,"2",NA,"","","331","352","","","","",15,1.36,0,0,0,2,2,2,2,2,2,1,2,NA
"2108","Teaching notes - Changing the nature of the discourse: Teaching field seminars online","Wolfson, GK; Marsom, G; Magnuson, CW","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","SPR-SUM 2005",2005,41,"2",NA,"","","355","361","","","","",4,0.36,0,0,0,1,0,0,1,0,0,1,1,NA
"2109","Interest in working with the elderly: A cross-national study of graduating social work students","Weiss, I","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","FAL 2005",2005,41,"3",NA,"","","379","391","","","","",8,0.73,0,0,0,2,3,0,0,1,0,2,0,NA
"2110","Factors affecting willingness of social work students to accept jobs in aging","Curl, AL; Simons, K; Larkin, H","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","FAL 2005",2005,41,"3",NA,"","","393","406","","","","",9,0.82,0,0,1,1,1,0,2,2,1,1,0,NA
"2111","Fieldwork rotation: A model for educating social work students for geriatric social work practice","Ivry, J; Lawrance, RP; Damron-Rodriguez, J; Robbins, VC","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","FAL 2005",2005,41,"3",NA,"","","407","425","","","","",5,0.45,0,0,1,1,0,1,0,2,0,0,0,NA
"2112","The Consortium for Social Work Training in Aging: Schools of social work in partnership with county departments of adult and aging services","Scharlach, AE; Robinson, BK","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","FAL 2005",2005,41,"3",NA,"","","427","440","","","","",6,0.55,0,0,2,0,0,0,0,2,0,0,2,NA
"2113","It is easy to make judgments if it's not familiar: The use of simulation kits to develop self-awareness and reduce ageism","Schuldberg, J","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","FAL 2005",2005,41,"3",NA,"","","441","455","","","","",4,0.36,0,0,0,1,1,0,0,0,0,1,1,NA
"2114","A collaborative model of clinical preparation: A move toward inter professional field experience","Tourse, RWC; Mooney, JF; Kline, P; Davoren, J","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","FAL 2005",2005,41,"3",NA,"","","457","477","","","","",3,0.27,0,0,0,2,0,1,0,0,0,0,0,NA
"2115","Practicing what we teach: Using case studies from 9/11 to teach crisis intervention from a generalist perspective","Gelman, CR; Mirabito, DM","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","FAL 2005",2005,41,"3",NA,"","","479","494","","","","",4,0.36,0,0,0,0,0,1,1,0,0,2,0,NA
"2116","Teaching ethical decision making using dual relationship principles as a case example","Boland-Prom, K; Anderson, SC","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","FAL 2005",2005,41,"3",NA,"","","495","510","","","","",5,0.45,0,0,0,0,2,1,0,1,0,0,1,NA
"2117","Teaching social welfare policy: A comparison of two pedagogical approaches","Anderson, DK; Harris, BM","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","FAL 2005",2005,41,"3",NA,"","","511","526","","","","",6,0.55,0,0,0,1,0,1,2,1,0,0,1,NA
"2118","Responding to plagiarism in schools of social work: Considerations and recommendations","Collins, ME; Amodeo, M","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","FAL 2005",2005,41,"3",NA,"","","527","543","","","","",1,0.09,0,0,0,0,0,0,0,0,0,1,0,NA
"2119","Attitudes of social work students toward clients with basic needs","Krumer-Nevo, M; Lev-Wiesel, R","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","FAL 2005",2005,41,"3",NA,"","","545","556","","","","",8,0.73,0,0,0,2,1,1,2,0,2,0,0,NA
"2120","EPAS objectives and Foundation Practice Self-Efficacy: A replication","Holden, G; Anastas, J; Meenaghan, T","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","FAL 2005",2005,41,"3",NA,"","","559","570","","","","",11,1,0,1,1,1,1,1,1,2,1,2,0,NA
"2121","Moving away from tradition: Exploring the field experiences of part-time, older, and employment-based students","Hopkins, KM; Deal, KH; Bloom, JD","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","FAL 2005",2005,41,"3",NA,"","","573","585","","","","",1,0.09,0,0,0,0,0,0,0,0,0,0,1,NA
"2122","The relationships among hours employed, perceived work interference, and grades as reported by undergraduate social work students","Hawkins, CA; Smith, ML; Hawkins, RC; Grant, D","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","WIN 2005",2005,41,"1",NA,"","","13","27","","","","",6,0.55,0,0,0,1,0,0,2,3,0,0,0,NA
"2123","Does social work education have an impact on social policy preferences? A three-cohort study","Weiss, I; Gal, J; Cnaan, RA","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","WIN 2005",2005,41,"1",NA,"","","29","47","","","","",9,0.82,0,0,0,1,0,0,1,0,2,2,3,NA
"2124","Safe space: Student perspectives on classroom environment","Holley, LC; Steiner, S","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","WIN 2005",2005,41,"1",NA,"","","49","64","","","","",12,1.09,0,0,2,2,0,0,1,0,4,2,1,NA
"2125","Heteronormativity and the experiences of lesbian and bisexual women as social work students","Hylton, ME","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","WIN 2005",2005,41,"1",NA,"","","67","82","","","","",9,0.82,0,0,1,0,2,1,0,0,2,2,1,NA
"2126","Perceived levels of cultural competence through social work education and professional development for urban school social workers","Teasley, ML","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","WIN 2005",2005,41,"1",NA,"","","85","98","","","","",6,0.55,0,0,0,0,0,0,2,1,0,3,0,NA
"2127","Authorship credit: A national study of social work educators' beliefs","Apgar, DH; Congress, E","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","WIN 2005",2005,41,"1",NA,"","","101","112","","","","",2,0.18,0,0,0,0,0,0,2,0,0,0,0,NA
"2128","Achievement motivation and outcome in social work field education","Fortune, AE; Lee, M; Cavazos, A","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","WIN 2005",2005,41,"1",NA,"","","115","129","","","","",10,0.91,0,0,2,0,2,1,0,1,1,3,0,NA
"2129","Field education: Student and field instructor perceptions of the learning process","Miller, J; Kovacs, PJ; Wright, L; Corcoran, J; Rosenblum, A","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","WIN 2005",2005,41,"1",NA,"","","131","145","","","","",7,0.64,0,1,1,0,0,1,0,1,2,1,0,NA
"2130","A response to Danis & Lockhart: What guides social work knowledge about violence against women?","Colarossi, L","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","WIN 2005",2005,41,"1",NA,"","","147","159","","","","",1,0.09,0,0,0,0,0,1,0,0,0,0,0,NA
"2131","Employment opportunities in social work education: A study of jobs for doctoral graduates","Anastas, JW","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","SPR-SUM 2006",2006,42,"2",NA,"","","195","209","","","","",9,0.9,0,0,0,1,1,1,0,1,3,2,0,NA
"2132","Advancing social work curriculum in psychopharmacology and medication management","Farmer, RL; Bentley, KJ; Walsh, J","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","SPR-SUM 2006",2006,42,"2",NA,"","","211","229","","","","",5,0.5,0,0,0,1,0,1,1,0,2,0,0,NA
"2133","One school's experience in reconceptualizing part-time doctoral education in social work","Biegel, DE; Hokenstad, MC; Singer, MI; Quo, SY","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","SPR-SUM 2006",2006,42,"2",NA,"","","231","247","","","","",1,0.1,0,0,0,0,0,0,0,0,0,1,0,NA
"2134","Moving toward a more inclusive educational environment? A multi-sample exploration of religious discrimination as seen through the eyes of students from various faith traditions","Hodge, DR","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","SPR-SUM 2006",2006,42,"2",NA,"","","249","267","","","","",6,0.6,0,0,0,1,1,0,1,0,2,0,1,NA
"2135","Change between entry and graduation in MSW student views on social work's traditional mission, career motivations, and practice preferences: Caucasian, student of color, and American Indian group comparisons","Limb, GE; Organista, KC","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","SPR-SUM 2006",2006,42,"2",NA,"","","269","290","","","","",14,1.4,0,0,0,1,0,0,3,3,5,0,2,NA
"2136","Supervising students developmentally: Evaluating a seminar for new field instructors","Deal, KH; Clements, JA","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","SPR-SUM 2006",2006,42,"2",NA,"","","291","306","","","","",3,0.3,0,0,0,0,0,0,1,1,0,0,1,NA
"2137","Evaluation study of an interdisciplinary social work and law curriculum for domestic violence","Colarossi, L; Forgey, MA","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","SPR-SUM 2006",2006,42,"2",NA,"","","307","323","","","","",4,0.4,0,0,0,0,0,0,1,0,2,1,0,NA
"2138","Teaching clinical social work skills primarily online: An evaluation","Siebert, DC; Siebert, CF; Spaulding-Givens, J","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","SPR-SUM 2006",2006,42,"2",NA,"","","325","336","","","","",9,0.9,0,0,0,1,2,2,0,0,0,1,3,NA
"2139","Assessing student writing proficiency in graduate schools of social work","Alter, C; Adkins, C","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","SPR-SUM 2006",2006,42,"2",NA,"","","337","354","","","","",10,1,0,0,0,0,0,0,1,3,3,2,1,NA
"2140","Evaluating teaching: Listening to students while acknowledging bias","Steiner, S; Holley, LC; Gerdes, K; Campbell, HE","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","SPR-SUM 2006",2006,42,"2",NA,"","","355","376","","","","",4,0.4,0,0,0,0,0,0,0,1,3,0,0,NA
"2141","Making statistics real for social work students","Wells, M","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","SPR-SUM 2006",2006,42,"2",NA,"","","397","404","","","","",4,0.4,0,0,0,0,1,0,0,1,2,0,0,NA
"2142","An exploratory study on multiple intelligences and social work education","Matto, H; Berry-Edwards, J; Hutchison, ED; Bryant, SA; Waldbillig, A","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","SPR-SUM 2006",2006,42,"2",NA,"","","405","416","","","","",1,0.1,0,0,0,0,0,0,0,0,1,0,0,NA
"2143","Paper or pixels? An inquiry into how students adapt to online textbooks","Vernon, RF","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","SPR-SUM 2006",2006,42,"2",NA,"","","417","427","","","","",7,0.7,0,0,0,0,0,1,2,0,1,3,0,NA
"2144","Social work and public health: Comparing graduates from a dual-degree program","Ruth, BJ; Wyatt, J; Chiasson, E; Geron, SM; Bachman, S","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","SPR-SUM 2006",2006,42,"2",NA,"","","429","439","","","","",8,0.8,0,0,0,1,0,1,1,1,2,1,1,NA
"2145","Factors affecting the interest of Israeli social work students in working with different client groups","Krumer-Nevo, Michal; Weiss, Idit","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","FAL 2006",2006,42,"3",NA,"","","443","463","","","","",6,0.6,0,0,0,0,0,0,2,1,2,1,0,NA
"2146","Staying current in a changing profession: Evaluating perceived change resulting from continuing professional education","Smith, Charles A.; Gantt, Ann; Cohen-Callow, Amy; Cornelius, Llewellyn J.; Dia, David A.; Harrington, Donna; Bliss, Donna Leigh","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","FAL 2006",2006,42,"3",NA,"","","465","482","","","","",6,0.6,0,0,1,1,0,2,1,1,0,0,0,NA
"2147","Reputations, rankings, and realities of social work schools: Challenges for future research","Feldman, Ronald A.","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","FAL 2006",2006,42,"3",NA,"","","483","505","","","","",5,0.5,0,0,1,0,1,0,2,0,0,1,0,NA
"2148","Moral reasoning of MSW social workers and the influence of education","Kaplan, Laura E.","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","FAL 2006",2006,42,"3",NA,"","","507","522","","","","",3,0.3,0,0,0,1,0,1,0,0,1,0,0,NA
"2149","Do social work students assess and address economic barriers to clients implementing agreed tasks?","Eamon, Mary Keegan; Zhang, Sai-jun","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","FAL 2006",2006,42,"3",NA,"","","525","542","","","","",1,0.1,0,0,0,0,0,1,0,0,0,0,0,NA
"2150","Secondary analysis in social work research education: Past, present, and future promise","Sales, Esther; Fevola, Antonio; Lichtenwalter, Sara","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","FAL 2006",2006,42,"3",NA,"","","543","558","","","","",3,0.3,0,0,0,0,1,1,0,0,0,0,1,NA
"2151","Pregnant field students' guilt","Baum, Nehami","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","FAL 2006",2006,42,"3",NA,"","","561","576","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2152","Beyond competencies: Field instructors' descriptions of student performance","Bogo, Marion; Hughes, Judy; Regehr, Cheryl; Power, Roxanne; Woodford, Michael; Regehr, Glenn","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","FAL 2006",2006,42,"3",NA,"","","579","593","","","","",14,1.4,0,0,0,2,0,1,3,3,4,1,0,NA
"2153","Considerations on the scholarship of engagement as an area of specialization for faculty","Fogel, Sondra J.; Cook, James R.","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","FAL 2006",2006,42,"3",NA,"","","595","606","","","","",2,0.2,0,0,0,0,0,1,0,0,0,0,1,NA
"2154","Evaluation of the first web-based advanced standing MSW program","Wilke, Dina; Vinton, Linda","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","FAL 2006",2006,42,"3",NA,"","","607","620","","","","",6,0.6,0,0,0,1,1,0,1,0,0,1,2,NA
"2155","Social worker perceptions of the portrayal of the profession in the news and entertainment media: An exploratory study","Zugazaga, Carole B.; Mendez, Monica; Surette, Raymond B.; Otto, Charles W.","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","FAL 2006",2006,42,"3",NA,"","","621","636","","","","",1,0.1,0,0,0,0,0,1,0,0,0,0,0,NA
"2156","Spirituality, religion, and the interrelationship: A nationally representative study","Hodge, David R.; McGrew, Charlene C.","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","FAL 2006",2006,42,"3",NA,"","","637","654","","","","",7,0.7,0,0,0,0,0,1,0,1,3,2,0,NA
"2157","A large-scale, asynchronous, web-based msw comprehensive exam administration: Outcomes and lessons learned","Patterson, David A.","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","FAL 2006",2006,42,"3",NA,"","","655","668","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2158","Field notes - A conceptual application of attachment theory and research to the social work student-field instructor supervisory relationship","Bennett, Susanne; Saks, Loretta Vitale","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","FAL 2006",2006,42,"3",NA,"","","669","682","","","","",3,0.3,0,0,0,0,0,1,0,2,0,0,0,NA
"2159","Multigenerational practice: An innovative infusion approach","Frodrikson-Goldsen, KI; Bonifas, RP; Hooyman, NR","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","WIN 2006",2006,42,"1",NA,"","","25","36","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2160","Exploring strategies to advance public-sector funding in geriatric social work education","Behrman, G; Mancini, M; Briar-Lawson, K; Rizzo, VM; Baskind, F; Valentine, C","",NA,NA,"JOURNAL OF SOCIAL WORK EDUCATION","WIN 2006",2006,42,"1",NA,"","","37","48","","","","",1,0.1,0,0,0,1,0,0,0,0,0,0,0,NA
